customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
Dr. Olinda Rodriguez,1,46,58,3,4,3,343
Dr. Oneal Lehner,2,35,96,2,2,2,222
Dr. Orah Christiansen DDS,1,22,61,2,4,3,243
Dr. Orin Koch PhD,1,88,76,4,4,2,442
Dr. Orma Kub MD,2,47,127,3,2,1,321
Dr. Oscar Swaniawski IV,1,47,50,3,4,3,343
Dr. Othel Lindgren DDS,2,46,56,3,2,3,323
Dr. Otis Christiansen I,1,14,24,2,4,4,244
Dr. Ottis Goldner III,1,11,55,1,4,3,143
Dr. Ovid Kihn,1,47,67,3,4,3,343
Dr. Owens Shields Jr.,5,6,271,1,1,1,111
Dr. Ozie Beier DVM,1,84,53,4,4,3,443
Dr. Paige Tremblay,3,64,157,4,1,1,411
Dr. Paityn Corkery,2,18,76,2,2,2,222
Dr. Park Stracke,2,19,105,2,2,2,222
Dr. Parker Sipes DVM,1,37,66,2,4,3,243
Dr. Pascal Quigley MD,1,53,68,3,4,2,342
Dr. Patti Rempel,2,7,63,1,2,3,123
Dr. Pauletta Carroll DVM,2,1,51,1,2,3,123
Dr. Paulina Franecki DVM,2,64,73,4,2,2,422
Dr. Pauline Kautzer DDS,3,11,91,1,1,2,112
Dr. Paxton Mayert Jr.,1,11,43,1,4,4,144
Dr. Pearla Quigley DVM,1,19,45,2,4,3,243
Dr. Pearle Koepp,1,6,67,1,4,3,143
Dr. Pearly Gibson,2,25,119,2,2,1,221
Dr. Penni Reichel,2,12,92,1,2,2,122
Dr. Perri Lubowitz DVM,1,60,55,4,4,3,443
Dr. Peter Rowe I,2,11,125,1,2,1,121
Dr. Phoenix Herzog,1,9,80,1,4,2,142
Dr. Pleas Bergnaum MD,1,41,53,3,4,3,343
Dr. Pleasant Anderson,1,85,31,4,4,4,444
Dr. Pluma McGlynn DDS,2,72,55,4,2,3,423
Dr. Plummer Leannon,1,59,46,3,4,3,343
Dr. Polk Nikolaus,1,66,36,4,4,4,444
Dr. Pranav McCullough,1,5,77,1,4,2,142
Dr. Price Lehner DVM,3,6,132,1,1,1,111
Dr. Primus Koepp,1,5,74,1,4,2,142
Dr. Princess Lehner MD,1,19,57,2,4,3,243
Dr. Pryor Abernathy DDS,1,62,74,4,4,2,442
Dr. Quinn Brown IV,1,80,29,4,4,4,444
Dr. Rae Schamberger,1,81,23,4,4,4,444
Dr. Rahn Pagac Jr.,1,7,65,1,4,3,143
Dr. Ramona Huels,2,12,92,1,2,2,122
Dr. Ramsey Trantow,1,84,80,4,4,2,442
Dr. Rance Hayes,2,69,97,4,2,2,422
Dr. Rance Thiel,1,43,77,3,4,2,342
Dr. Rand McCullough,2,19,105,2,2,2,222
Dr. Randy Wisoky Sr.,1,76,24,4,4,4,444
Dr. Raquan Daugherty I,6,24,278,2,1,1,211
Dr. Ras Kshlerin,2,87,127,4,2,1,421
Dr. Rashaad Von,2,22,96,2,2,2,222
Dr. Rayan Renner,1,45,24,3,4,4,344
Dr. Rayburn Wilkinson I,1,35,63,2,4,3,243
Dr. Rayford Walsh MD,1,73,62,4,4,3,443
Dr. Raymond Metz,2,49,86,3,2,2,322
Dr. Reason Windler,2,12,101,1,2,2,122
Dr. Redmond Volkman,2,1,105,1,2,2,122
Dr. Reginald Botsford MD,1,28,27,2,4,4,244
Dr. Reinaldo Ankunding,1,59,74,3,4,2,342
Dr. Rene Kuhlman DDS,1,28,25,2,4,4,244
Dr. Reta Wuckert,5,5,173,1,1,1,111
Dr. Rex Roob,2,6,75,1,2,2,122
Dr. Rey Baumbach,2,11,119,1,2,1,121
Dr. Reyes Conn II,7,1,301,1,1,1,111
Dr. Reynaldo Dickens,1,3,48,1,4,3,143
Dr. Rhoda Corkery,1,19,63,2,4,3,243
Dr. Rhoda Douglas MD,1,70,21,4,4,4,444
Dr. Rhona Fahey MD,1,18,41,2,4,4,244
Dr. Rian Wiegand,1,13,39,2,4,4,244
Dr. Ricci Murray,1,45,56,3,4,3,343
Dr. Richard Stiedemann,1,6,20,1,4,4,144
Dr. Rickey McCullough,1,47,78,3,4,2,342
Dr. Ricki Kutch Sr.,1,88,42,4,4,4,444
Dr. Rickie Rosenbaum,2,1,75,1,2,2,122
Dr. Riley O'Kon,2,89,119,4,2,1,421
Dr. Risa McKenzie,1,66,34,4,4,4,444
Dr. Rishi Quigley,2,12,91,1,2,2,122
Dr. Ritchie Nader,1,80,78,4,4,2,442
Dr. River Marquardt PhD,3,61,208,4,1,1,411
Dr. Robbin Witting DVM,5,4,194,1,1,1,111
Dr. Robt Cole,1,3,27,1,4,4,144
Dr. Roby Dibbert,1,1,52,1,4,3,143
Dr. Rock Gaylord DDS,2,12,109,1,2,1,121
Dr. Roddy Koepp,1,8,50,1,4,3,143
Dr. Rodger Hahn,1,73,35,4,4,4,444
Dr. Roel Jenkins DDS,1,8,53,1,4,3,143
Dr. Rohan Stehr,3,5,108,1,1,1,111
Dr. Roland Fadel,2,7,102,1,2,2,122
Dr. Rolf Murphy,2,11,68,1,2,2,122
Dr. Rolla Harris Sr.,1,24,27,2,4,4,244
Dr. Rollo Powlowski I,1,12,29,1,4,4,144
Dr. Roma Satterfield,1,30,65,2,4,3,243
Dr. Romeo Sauer PhD,5,6,264,1,1,1,111
Dr. Romie Towne,1,88,24,4,4,4,444
Dr. Ronald Rempel,1,65,23,4,4,4,444
Dr. Ronin Quigley Jr.,2,5,113,1,2,1,121
Dr. Rory Balistreri DDS,1,46,27,3,4,4,344
Dr. Rory Huel,2,20,84,2,2,2,222
Dr. Rory Mohr,7,13,348,2,1,1,211
Dr. Rosalee Jacobs DDS,4,45,244,3,1,1,311
Dr. Rosario Schoen DVM,2,21,74,2,2,2,222
Dr. Roseann Barton DVM,2,86,48,4,2,3,423
Dr. Rosemary Jaskolski PhD,1,5,36,1,4,4,144
Dr. Royce Kreiger II,1,5,46,1,4,3,143
Dr. Rubin Carroll,3,11,181,1,1,1,111
Dr. Rudolph Spencer,1,71,22,4,4,4,444
Dr. Russ Reinger DDS,2,2,80,1,2,2,122
Dr. Rustin Macejkovic,1,74,21,4,4,4,444
Dr. Rusty Howell,3,2,157,1,1,1,111
Dr. Ruthann Von,4,39,188,3,1,1,311
Dr. Ryder Hirthe,3,35,127,2,1,1,211
Dr. Ryne Collins,1,60,71,4,4,2,442
Dr. Sage Mayer,1,47,43,3,4,4,344
Dr. Sal Walter MD,1,5,66,1,4,3,143
Dr. Salvador Cronin,1,19,49,2,4,3,243
Dr. Samuel Gorczany,1,18,35,2,4,4,244
Dr. Santana Schultz V,3,4,193,1,1,1,111
Dr. Santiago Keeling,2,26,106,2,2,2,222
Dr. Santo Kerluke,1,42,30,3,4,4,344
Dr. Saul Roberts DDS,2,20,135,2,2,1,221
Dr. Sawyer Waelchi Jr.,1,7,27,1,4,4,144
Dr. Scottie Muller MD,3,2,219,1,1,1,111
Dr. Scotty Russel IV,1,53,57,3,4,3,343
Dr. Seamus Kautzer,1,47,61,3,4,3,343
Dr. Seamus Mitchell I,1,62,43,4,4,4,444
Dr. Seneca Botsford Jr.,1,0,56,1,4,3,143
Dr. Serenity Glover,2,12,141,1,2,1,121
Dr. Shaina Reichert,2,48,95,3,2,2,322
Dr. Shameka Schimmel,4,7,199,1,1,1,111
Dr. Shana Upton DDS,2,61,61,4,2,3,423
Dr. Shane Kirlin,1,36,24,2,4,4,244
Dr. Shani Gorczany PhD,4,6,261,1,1,1,111
Dr. Shaniece Herzog PhD,1,11,55,1,4,3,143
Dr. Shanna Larkin,8,1,496,1,1,1,111
Dr. Shanta Brakus MD,2,4,56,1,2,3,123
Dr. Shara Upton,1,39,53,3,4,3,343
Dr. Sharyn Waelchi,1,18,25,2,4,4,244
Dr. Shayne Gleichner IV,1,75,73,4,4,2,442
Dr. Shayne Kshlerin I,1,35,35,2,4,4,244
Dr. Shea Buckridge PhD,1,50,61,3,4,3,343
Dr. Shelba Huels,2,3,73,1,2,2,122
Dr. Shelba Kulas,2,47,61,3,2,3,323
Dr. Shelia Schmeler DVM,1,84,42,4,4,4,444
Dr. Shelly Hoeger,1,73,53,4,4,3,443
Dr. Shenna Hickle,1,81,20,4,4,4,444
Dr. Sherie Mayer,1,34,53,2,4,3,243
Dr. Shirl Cremin PhD,1,47,21,3,4,4,344
Dr. Shoji Hand,1,18,49,2,4,3,243
Dr. Shona Dach DDS,1,6,38,1,4,4,144
Dr. Shyann Durgan,1,66,67,4,4,3,443
Dr. Sid Hauck I,1,87,75,4,4,2,442
Dr. Siddie Brown,1,68,75,4,4,2,442
Dr. Silvester Hahn,1,25,22,2,4,4,244
Dr. Silvester Lebsack,1,87,76,4,4,2,442
Dr. Silvester Toy,1,34,27,2,4,4,244
Dr. Silvia Runolfsdottir,1,69,35,4,4,4,444
Dr. Sim Durgan Jr.,1,84,77,4,4,2,442
Dr. Skyler Windler Sr.,1,25,20,2,4,4,244
Dr. Son Prosacco,1,23,28,2,4,4,244
Dr. Sophie Zemlak,2,19,82,2,2,2,222
Dr. Spring Tillman MD,1,42,73,3,4,2,342
Dr. Stan Wyman,1,47,24,3,4,4,344
Dr. Stetson Ritchie V,6,22,309,2,1,1,211
Dr. Steve Quigley,2,72,99,4,2,2,422
Dr. Stevie Koepp,1,90,46,4,4,3,443
Dr. Stevie Senger,2,6,129,1,2,1,121
Dr. Stewart Adams,2,12,115,1,2,1,121
Dr. Susana Towne,1,6,51,1,4,3,143
Dr. Susannah Bernier,1,0,76,1,4,2,142
Dr. Susanne Barton DVM,7,36,318,2,1,1,211
Dr. Sussie Lockman PhD,1,87,57,4,4,3,443
Dr. Suzann Kirlin,1,35,61,2,4,3,243
Dr. Sylvan Zulauf V,2,47,93,3,2,2,322
Dr. Sylvia Lueilwitz,1,70,47,4,4,3,443
Dr. Symone Oberbrunner PhD,2,1,86,1,2,2,122
Dr. Syreeta Heidenreich MD,1,65,32,4,4,4,444
Dr. Taj Hilpert V,1,21,65,2,4,3,243
Dr. Takisha Botsford DVM,1,60,31,4,4,4,444
Dr. Talan Harris IV,2,2,122,1,2,1,121
Dr. Talmage Moen Sr.,2,22,70,2,2,2,222
Dr. Talon Bergstrom,1,45,75,3,4,2,342
Dr. Tamie Cronin,2,46,107,3,2,1,321
Dr. Tammi Swaniawski,1,46,58,3,4,3,343
Dr. Tatianna Parisian DVM,3,14,143,2,1,1,211
Dr. Tavian Kessler I,1,12,47,1,4,3,143
Dr. Tavian Volkman,1,44,48,3,4,3,343
Dr. Taya Feest,1,21,72,2,4,2,242
Dr. Teagan Kreiger,1,77,67,4,4,3,443
Dr. Tempie Wilkinson,1,18,24,2,4,4,244
Dr. Tena Mitchell DDS,1,59,64,3,4,3,343
Dr. Tenika Rippin,1,4,29,1,4,4,144
Dr. Teri Kemmer,4,35,169,2,1,1,211
Dr. Teri Raynor,1,57,31,3,4,4,344
Dr. Tex Osinski,1,26,68,2,4,2,242
Dr. Thad Luettgen IV,2,38,93,2,2,2,222
Dr. Thea Ondricka DDS,1,88,72,4,4,2,442
Dr. Theodis Bogan,2,12,125,1,2,1,121
Dr. Theophile Erdman DDS,2,65,117,4,2,1,421
Dr. Theresa Hammes,1,41,20,3,4,4,344
Dr. Thyra Greenholt PhD,21,35,1053,2,1,1,211
Dr. Tiffani Dickinson,1,33,41,2,4,4,244
Dr. Tiffany Smith DDS,1,14,73,2,4,2,242
Dr. Tillman Lemke DDS,1,30,57,2,4,3,243
Dr. Tina Douglas,1,1,26,1,4,4,144
Dr. Tinie Dickinson,1,77,66,4,4,3,443
Dr. Tisha Skiles PhD,1,23,74,2,4,2,242
Dr. Titus McCullough,1,77,51,4,4,3,443
Dr. Tom Kling,1,16,33,2,4,4,244
Dr. Tommy Koss,1,5,64,1,4,3,143
Dr. Tony Bartoletti I,2,48,105,3,2,2,322
Dr. Tori Howell PhD,2,36,69,2,2,2,222
Dr. Toshiko Lang MD,1,83,77,4,4,2,442
Dr. Toshio Bauch V,3,10,172,1,1,1,111
Dr. Tracie Wilkinson,1,67,47,4,4,3,443
Dr. Tracy Heidenreich DVM,5,46,240,3,1,1,311
Dr. Trent Langosh V,1,42,52,3,4,3,343
Dr. Trenton Reilly MD,2,24,107,2,2,1,221
Dr. Trenton Wiegand DVM,1,6,73,1,4,2,142
Dr. Trevor Beatty,3,10,103,1,1,2,112
Dr. Treyton Casper,1,54,37,3,4,4,344
Dr. Trina Satterfield DVM,1,46,47,3,4,3,343
Dr. Trinidad Schaden,2,25,76,2,2,2,222
Dr. Trista Beer,1,33,72,2,4,2,242
Dr. Tristan Schamberger MD,1,10,32,1,4,4,144
Dr. Troy Stokes I,3,40,167,3,1,1,311
Dr. Truman Raynor,1,47,68,3,4,2,342
Dr. Trystan McLaughlin,1,46,70,3,4,2,342
Dr. Trystan Schimmel III,1,40,65,3,4,3,343
Dr. Tuan McKenzie III,1,59,21,3,4,4,344
Dr. Tucker Terry Jr.,2,72,110,4,2,1,421
Dr. Tyler Glover,1,20,20,2,4,4,244
Dr. Tyree Jones Sr.,1,7,55,1,4,3,143
Dr. Tyreke DuBuque IV,1,62,35,4,4,4,444
Dr. Tyriq Anderson,2,74,66,4,2,3,423
Dr. Uriah Bergstrom IV,2,15,93,2,2,2,222
Dr. Valentine Volkman DVM,1,45,24,3,4,4,344
Dr. Van Feest Sr.,1,39,21,3,4,4,344
Dr. Vander Beahan,3,4,183,1,1,1,111
Dr. Velvet Deckow PhD,1,48,55,3,4,3,343
Dr. Veola Effertz,1,11,66,1,4,3,143
Dr. Vere Heller Jr.,3,3,82,1,1,2,112
Dr. Vergil Larkin,1,75,21,4,4,4,444
Dr. Verlie Bahringer PhD,1,58,51,3,4,3,343
Dr. Verlon Haley DDS,4,1,250,1,1,1,111
Dr. Verne Mann,2,19,73,2,2,2,222
Dr. Vernon Erdman,1,66,48,4,4,3,443
Dr. Vic Bauch,1,46,35,3,4,4,344
Dr. Vicente Zboncak PhD,1,40,38,3,4,4,344
Dr. Vince Bosco I,5,3,252,1,1,1,111
Dr. Vincenza Reilly DDS,1,43,50,3,4,3,343
Dr. Vinson Koepp II,2,47,56,3,2,3,323
Dr. Viridiana Johnston DVM,1,19,41,2,4,4,244
Dr. Vito Cummings PhD,1,41,76,3,4,2,342
Dr. Vito Jakubowski V,1,49,22,3,4,4,344
Dr. Viviana Feeney DVM,1,46,67,3,4,3,343
Dr. Von Mohr,1,76,57,4,4,3,443
Dr. Wardell Mitchell,1,11,25,1,4,4,144
Dr. Wardell Thompson Jr.,2,81,78,4,2,2,422
Dr. Warner Brekke,1,15,28,2,4,4,244
Dr. Wash Mosciski,2,14,100,2,2,2,222
Dr. Wayland Corkery,1,42,42,3,4,4,344
Dr. Webb Kulas,18,12,797,1,1,1,111
Dr. Weldon Daniel,1,45,44,3,4,4,344
Dr. Wendell Kessler,1,21,75,2,4,2,242
Dr. Werner Rosenbaum,1,81,47,4,4,3,443
Dr. Werner Vandervort,1,22,58,2,4,3,243
Dr. Wilbur Corkery I,3,3,110,1,1,1,111
Dr. Wilbur Rippin,2,5,90,1,2,2,122
Dr. Wiley Littel IV,2,12,97,1,2,2,122
Dr. Wilfredo Wisozk V,1,84,60,4,4,3,443
Dr. Wilhelm Durgan,1,46,65,3,4,3,343
Dr. Willis Bahringer,1,12,39,1,4,4,144
Dr. Winford Durgan,1,7,67,1,4,3,143
Dr. Winfred Sporer I,1,45,64,3,4,3,343
Dr. Wing Turcotte,1,76,38,4,4,4,444
Dr. Winnie O'Reilly DVM,1,84,68,4,4,2,442
Dr. Winter Ondricka DVM,1,39,51,3,4,3,343
Dr. Wm Cartwright DDS,7,27,321,2,1,1,211
Dr. Wm Wisozk DDS,1,48,54,3,4,3,343
Dr. Wong Kuhic IV,1,41,43,3,4,4,344
Dr. Woodie Thompson,1,77,23,4,4,4,444
Dr. Woodson Klein,2,12,60,1,2,3,123
Dr. Wyman Green I,1,59,37,3,4,4,344
Dr. Xander Rohan,1,46,32,3,4,4,344
Dr. Xzavier Kunde IV,1,41,68,3,4,2,342
Dr. Yulisa Friesen DVM,1,89,22,4,4,4,444
Dr. Yulisa McDermott,1,19,75,2,4,2,242
Dr. Yulisa Prosacco MD,1,42,21,3,4,4,344
Dr. Yusuf Crist PhD,1,6,57,1,4,3,143
Dr. Zachery Goyette DVM,1,5,27,1,4,4,144
Dr. Zackary Simonis,1,31,28,2,4,4,244
Dr. Zaid Kuhlman DDS,5,45,261,3,1,1,311
Dr. Zander Wolff I,1,70,54,4,4,3,443
Dr. Zetta Nader DDS,1,47,37,3,4,4,344
Dr. Zigmund Lakin III,1,59,31,3,4,4,344
Dr. Zollie Runolfsson V,1,34,28,2,4,4,244
Dr. Zora Collins,1,46,37,3,4,4,344
Drake Beer,1,47,39,3,4,4,344
Drake Cremin,1,64,28,4,4,4,444
Draven Olson,1,33,42,2,4,4,244
Draven Quigley,1,40,30,3,4,4,344
Drew Beier,3,3,107,1,1,1,111
Drew Hackett,1,39,79,3,4,2,342
Drew Lehner III,3,12,122,1,1,1,111
Drew Rohan,5,3,307,1,1,1,111
Drew Zulauf,1,12,77,1,4,2,142
Drucilla Bernhard,1,27,39,2,4,4,244
Drucilla Rolfson,3,4,142,1,1,1,111
Drusilla Boyle,4,5,185,1,1,1,111
Drusilla Nienow PhD,2,15,93,2,2,2,222
Duane Connelly,7,2,349,1,1,1,111
Dudley Franecki,2,47,63,3,2,3,323
Dudley Murazik,6,39,326,3,1,1,311
Duff Keebler PhD,1,69,38,4,4,4,444
Duke Swaniawski,1,21,25,2,4,4,244
Dulce Medhurst DVM,1,47,36,3,4,4,344
Dulce Wintheiser,1,26,76,2,4,2,242
Dulcie Leuschke,1,9,59,1,4,3,143
Durward Rohan Sr.,4,9,222,1,1,1,111
Durwood Dietrich,7,3,314,1,1,1,111
Durwood Fay I,1,88,29,4,4,4,444
Durwood Price,1,55,44,3,4,4,344
Durwood Spencer,1,35,59,2,4,3,243
Dustan Cronin,2,80,81,4,2,2,422
Dustan Keebler,2,81,104,4,2,2,422
Dustyn Hilpert,1,6,35,1,4,4,144
Duwayne Crist,1,79,51,4,4,3,443
Duwayne Schulist,6,2,302,1,1,1,111
Dwain Lesch,1,8,50,1,4,3,143
Dwain Skiles Jr.,1,11,41,1,4,4,144
Dwaine Boyle,1,8,76,1,4,2,142
Dwaine Kulas,1,47,46,3,4,3,343
Dwan Gulgowski DDS,1,41,70,3,4,2,342
Dwan Jacobs,1,66,21,4,4,4,444
Dwan Wilderman,4,31,202,2,1,1,211
Dwane Schulist,1,87,70,4,4,2,442
Dwayne Pacocha,8,9,441,1,1,1,111
Dwayne Weber,1,14,76,2,4,2,242
Dwight Sanford II,1,44,47,3,4,3,343
Dwyane Satterfield,3,0,203,1,1,1,111
Dwyane Veum V,1,60,45,4,4,3,443
Dwyane Yost,2,21,76,2,2,2,222
Dyan Ebert PhD,1,72,57,4,4,3,443
Dyan Hackett,3,15,154,2,1,1,211
Dylan O'Connell,1,52,60,3,4,3,343
Dylan Wehner,3,5,140,1,1,1,111
Dylan Windler,1,18,49,2,4,3,243
Dyllan Osinski,1,66,80,4,4,2,442
Ean Graham,2,4,112,1,2,1,121
Ean O'Connell,1,35,70,2,4,2,242
Ean Raynor,1,19,42,2,4,4,244
Earl Wiegand,4,40,220,3,1,1,311
Earle Haag,1,9,77,1,4,2,142
Earlene Heathcote,2,61,80,4,2,2,422
Earley Botsford,3,43,185,3,1,1,311
Earley Crooks IV,1,1,27,1,4,4,144
Earley Goldner,1,23,37,2,4,4,244
Earley Pfannerstill,1,29,65,2,4,3,243
Earlie Goldner,1,68,60,4,4,3,443
Earlie Kub,1,68,28,4,4,4,444
Earlie Rau,1,5,46,1,4,3,143
Earline Larkin,1,42,64,3,4,3,343
Earnest Rolfson,1,54,78,3,4,2,342
Eartha Becker DDS,1,32,71,2,4,2,242
Easter Buckridge,1,42,46,3,4,3,343
Easter Reinger DDS,1,82,65,4,4,3,443
Easter Roberts,1,53,55,3,4,3,343
Easton Fisher,1,67,76,4,4,2,442
Ebb Champlin,1,84,21,4,4,4,444
Ebb Doyle,1,85,25,4,4,4,444
Ebba Sporer,1,80,63,4,4,3,443
Eben Flatley,1,89,55,4,4,3,443
Eber Brekke,1,37,20,2,4,4,244
Eber Hermann,1,4,44,1,4,4,144
Ebert Hayes,1,11,26,1,4,4,144
Ebony Emard PhD,1,87,22,4,4,4,444
Ebony Schumm,6,20,317,2,1,1,211
Echo Predovic,1,63,31,4,4,4,444
Ed Hammes,1,81,72,4,4,2,442
Ed Klocko,1,52,64,3,4,3,343
Ed Walter,2,29,86,2,2,2,222
Ed Wuckert,1,35,50,2,4,3,243
Eda Toy,1,87,56,4,4,3,443
Edd Harber,1,12,45,1,4,3,143
Edd Kulas,1,18,67,2,4,3,243
Edd Runolfsdottir,2,6,137,1,2,1,121
Eddie Cummings PhD,2,47,106,3,2,2,322
Eddie Gleason,2,47,99,3,2,2,322
Eddie Greenfelder,7,4,274,1,1,1,111
Eddie Hahn,1,11,64,1,4,3,143
Eddie Lehner III,6,3,270,1,1,1,111
Eddie Quitzon MD,1,37,62,2,4,3,243
Eddy Runte,2,87,105,4,2,2,422
Edgar Dooley,5,45,243,3,1,1,311
Edgar Kulas DVM,1,6,72,1,4,2,142
Edgardo Murray,5,10,284,1,1,1,111
Edie Brekke MD,1,12,35,1,4,4,144
Edie Sipes,1,89,74,4,4,2,442
Edie Steuber DVM,1,68,20,4,4,4,444
Edith Legros,2,29,129,2,2,1,221
Edla Senger,9,4,480,1,1,1,111
Edmon Goodwin,1,87,30,4,4,4,444
Edmon Lebsack,1,80,24,4,4,4,444
Edmond Cruickshank,1,1,73,1,4,2,142
Edmond Hand,1,47,26,3,4,4,344
Edmond Langworth,1,47,56,3,4,3,343
Edmund Marquardt,1,69,47,4,4,3,443
Edna Dicki,1,87,58,4,4,3,443
Edna Herman,1,33,33,2,4,4,244
Edna Rowe,1,27,75,2,4,2,242
Edra Feeney,3,5,126,1,1,1,111
Edra Stamm,1,48,22,3,4,4,344
Edris Rippin,3,12,141,1,1,1,111
Edris Tremblay MD,1,81,77,4,4,2,442
Edw Feest,1,75,80,4,4,2,442
Edw Rosenbaum III,5,4,249,1,1,1,111
Edward Hills,4,5,217,1,1,1,111
Edwin Mitchell,1,45,73,3,4,2,342
Edwin Weimann,1,81,51,4,4,3,443
Edwina Walker,3,5,135,1,1,1,111
Edyth Breitenberg,1,59,23,3,4,4,344
Edyth Hills,2,67,78,4,2,2,422
Edyth Sawayn,2,4,101,1,2,2,122
Edyth Yundt,2,12,107,1,2,1,121
Effa Becker,3,11,102,1,1,2,112
Effa Blick,1,59,66,3,4,3,343
Effie Douglas,2,6,104,1,2,2,122
Effie Schaefer,1,89,79,4,4,2,442
Efrain Gerhold,5,26,287,2,1,1,211
Efrem Homenick,1,83,79,4,4,2,442
Efrem Willms,2,20,100,2,2,2,222
Efren Crona,1,66,71,4,4,2,442
Efren DuBuque,1,44,46,3,4,3,343
Egbert Fadel,1,16,23,2,4,4,244
Egbert McLaughlin,1,22,45,2,4,3,243
Eileen Reilly,1,44,42,3,4,4,344
Einar Murphy,1,14,72,2,4,2,242
Eino Feil,2,6,95,1,2,2,122
Eino Reinger,2,11,68,1,2,2,122
Eithel Lind,7,40,342,3,1,1,311
Ela Carroll,3,19,135,2,1,1,211
Elaina Hessel MD,1,61,70,4,4,2,442
Elaina Ritchie,7,4,426,1,1,1,111
Elaine Barrows DVM,1,18,73,2,4,2,242
Elaine Bins PhD,1,46,60,3,4,3,343
Elaine Emard,2,42,103,3,2,2,322
Elaine Walker,1,18,74,2,4,2,242
Elaine Wuckert,1,1,60,1,4,3,143
Elaine Yost DDS,1,51,40,3,4,4,344
Elam Hirthe DVM,1,20,39,2,4,4,244
Elam Yost,1,90,49,4,4,3,443
Elana Breitenberg,1,12,51,1,4,3,143
Elana O'Connell,5,2,250,1,1,1,111
Elba Heidenreich MD,1,39,57,3,4,3,343
Elbert Adams,5,4,273,1,1,1,111
Elbert Carter MD,4,12,232,1,1,1,111
Elberta Daugherty PhD,3,12,153,1,1,1,111
Elberta Parisian,1,9,71,1,4,2,142
Elbridge Brakus,1,12,80,1,4,2,142
Elby Balistreri,1,57,28,3,4,4,344
Elda Koch PhD,1,21,39,2,4,4,244
Elda Powlowski DVM,2,79,100,4,2,2,422
Elda Schumm,1,24,77,2,4,2,242
Elder Hirthe Sr.,1,31,27,2,4,4,244
Elder Kilback,5,3,295,1,1,1,111
Elder Kulas,1,84,56,4,4,3,443
Eldora Bogisich,4,16,256,2,1,1,211
Eldora Feil,3,55,128,3,1,1,311
Eldora Nikolaus,2,56,64,3,2,3,323
Eldred Hauck,1,71,61,4,4,3,443
Eldred Pfeffer,2,14,72,2,2,2,222
Eldridge Blick MD,2,12,139,1,2,1,121
Eldridge Marvin DVM,1,40,62,3,4,3,343
Eleanor Barrows,1,81,35,4,4,4,444
Eleanor Shields,2,21,107,2,2,1,221
Eleanora Daniel MD,2,11,131,1,2,1,121
Eleanore Gusikowski DVM,1,46,75,3,4,2,342
Elease Anderson,6,6,286,1,1,1,111
Elease Fisher,1,39,42,3,4,4,344
Elease Paucek DDS,3,67,146,4,1,1,411
Elena Batz,2,81,83,4,2,2,422
Elena Carter,1,81,56,4,4,3,443
Elena Dibbert,2,11,129,1,2,1,121
Elenor Orn,2,62,121,4,2,1,421
Elenora Lehner,5,18,171,2,1,1,211
Elenora Trantow,1,47,67,3,4,3,343
Elenora Windler,1,20,45,2,4,3,243
Elenore Barton,3,6,178,1,1,1,111
Elenore Blanda,1,6,41,1,4,4,144
Elenore Rath,1,30,80,2,4,2,242
Eleonora Braun,1,88,57,4,4,3,443
Eleonora Runte,1,46,58,3,4,3,343
Eleonore Blick,1,81,69,4,4,2,442
Eleonore Heidenreich,1,73,38,4,4,4,444
Eleonore Nienow,2,42,102,3,2,2,322
Elex Feeney,1,15,80,2,4,2,242
Elex Harber,3,6,182,1,1,1,111
Elex Labadie,3,7,139,1,1,1,111
Elfie Smith,1,56,73,3,4,2,342
Elfie Spinka,2,56,130,3,2,1,321
Elfreda Jacobi,2,7,108,1,2,1,121
Elfreda Volkman,1,32,51,2,4,3,243
Elfrieda Bradtke,1,6,68,1,4,2,142
Elfrieda Halvorson MD,2,43,94,3,2,2,322
Elfrieda Moore,1,1,39,1,4,4,144
Elgie Cole,1,54,47,3,4,3,343
Elgie Leuschke,1,29,79,2,4,2,242
Elgie Schmidt,1,11,46,1,4,3,143
Elgin Abbott,2,17,89,2,2,2,222
Eli Armstrong I,3,42,105,3,1,2,312
Eli Smith,1,80,68,4,4,2,442
Elian Cartwright,2,35,91,2,2,2,222
Eliana Langosh,2,79,119,4,2,1,421
Elianna Swift,1,33,35,2,4,4,244
Elianna West,1,68,22,4,4,4,444
Elias Huels V,1,46,70,3,4,2,342
Elias Reichel,1,80,54,4,4,3,443
Elida Cole,1,50,48,3,4,3,343
Elida Walter,2,40,89,3,2,2,322
Elie Hagenes,1,37,56,2,4,3,243
Elie Murazik,1,46,74,3,4,2,342
Elie Tremblay,3,6,178,1,1,1,111
Eliezer Hoeger,1,90,51,4,4,3,443
Eliezer Kuphal,2,47,72,3,2,2,322
Eliezer Mante,1,19,30,2,4,4,244
Eliga Padberg,1,44,58,3,4,3,343
Eliga Quigley,2,10,127,1,2,1,121
Elige Weissnat I,1,73,52,4,4,3,443
Elihu Rutherford,1,79,45,4,4,3,443
Elijah Farrell,1,3,57,1,4,3,143
Elinor Howell,14,1,717,1,1,1,111
Elinore Doyle,1,47,65,3,4,3,343
Eliot Batz,1,10,72,1,4,2,142
Eliot Conroy,1,2,61,1,4,3,143
Eliot Kohler,1,39,46,3,4,3,343
Eliot Zieme,1,27,77,2,4,2,242
